"CODIGO","TIPOCODIGO","TIPOPRODUCTO","NOMBRE","DENOMINACIONCOMUN","CONCENTRACION","FORMAFARMACEUTICA","FORMAFARMACEUTICASIMP","LABORATORIO","PAIS","PRESENTACION","UNIDADENVASE","SITUACION","NUMREGISTROSANITARIO"
"7750304004633","GTIN_13","PRODUCTO FARMACEUTICO","PASSIVA","ATOMOXETINA","60 mg","TABLETA RECUBIERTA","TABLETA","FARMINDUSTRIA","PERÚ","CAJA TAB","20","ACTIVO","EN07164"
"8902413021448","GTIN_13","PRODUCTO FARMACEUTICO","CLORHIDRATO DE DOXORUBICINA","DOXORUBICINA","50 mg","POLVO PARA SOLUCION INYECTABLE","INYECTABLE","SEVEN PHARMA","INDIA","VIAL","1","ACTIVO","EE11211"
"0736372025357","GTIN_13","DISPOSITIVO MEDICO","STERILE HYPODERMIC SYRINGES FOR SINGLE USE WITH NEEDLE - INTRAVEN","JERINGA CON AGUJA PARA USO MEDICO","20 mL 21G x 1 1/2","INSUMO MEDICO","DISPOSITIVO MEDICO","CORPCAS","CHINA","CAJA","50","ACTIVO","DM18468E"
"7897337714822","GTIN_13","PRODUCTO FARMACEUTICO","ZETSIM","EZETIMIBA + SIMVASTATINA","10 mg + 20 mg","COMPRIMIDO","TABLETA","MSD","SINGAPUR","CAJA COMP","28","ACTIVO","E23168"
"8021961012095","GTIN_13","PRODUCTO FARMACEUTICO","ZINNAT","CEFUROXIMA","250 mg","TABLETA RECUBIERTA","TABLETA","GSK","REINO UNIDO","CAJA TAB","10","ACTIVO","EE03752"
"8054083016443","GTIN_13","PRODUCTO FARMACEUTICO","ZEMPLAR","PARICALCITOL","2 mcg","CAPSULA BLANDA","CAPSULA","ABBVIE","ESTADOS UNIDOS","FRASCO CAPS","30","ACTIVO","EE09230"
"8054083018393","GTIN_13","PRODUCTO FARMACEUTICO","ZEMPLAR","PARICALCITOL","5 mcg/mL","SOLUCION INYECTABLE","INYECTABLE","ABBVIE","ITALIA","VIAL X 1 ML","5","ACTIVO","EE02799"
"8906044953741","GTIN_13","PRODUCTO FARMACEUTICO","XENIUS-15","RIVAROXABAN","15 mg","TABLETA RECUBIERTA","TABLETA","SIEGFRIED","INDIA","CAJA TAB","30","ACTIVO","EE10635"
"7501052714271","GTIN_13","PRODUCTO FARMACEUTICO","SMOFKABIVEN CENTRAL","SOLUCION POLIELECTROLITICA","","EMULSION PARA PERFUSION","INYECTABLE","FRESENIUS KABI","SUECIA","BOLSA X 1970 ML","1","ACTIVO","EE07725"
"3337872420207","GTIN_13","COSMETICO","EFFACLAR BB BLUR","PRODUCTO DERMATOLOGICO","","CREMA","CREMA","LA ROCHE-POSAY","FRANCIA","TUBO X 30 ML","1","ACTIVO","NSOC26074-16PE"
"7751859000828","GTIN_13","PRODUCTO FARMACEUTICO","OXOBRONCOL ADULTO","OXOLAMINA","150 mg/15 mL","JARABE","LIQUIDO ORAL","ELIFARMA","PERÚ","FRASCO X 180 ML","1","ACTIVO","EN09147"
"7758047000028","GTIN_13","ALIMENTO","BERRY COLLAGEN","SUPLEMENTO ALIMENTICIO","","POLVO ORAL","POLVO","PB FARMA","PERÚ","SOBRE X 5 G","30","ACTIVO","N1300315N/NAPBFR"
"7759765001953","GTIN_13","PRODUCTO FARMACEUTICO","BICARBONATO DE SODIO","BICARBONATO DE SODIO","8.4%","SOLUCION INYECTABLE","INYECTABLE","OQCORP","CHINA","AMPOLLA X 20 ML","25","ACTIVO","EE02902"
"7800028005574","GTIN_13","PRODUCTO FARMACEUTICO","CORPLUS","LACTOBACILLUS PLANTARUM + COLECALCIFEROL (VITAMINA D3)","70 mg + 400 UI","CAPSULA","CAPSULA","BAGO","CHILE","CAJA CAPS","30","ACTIVO","DE4070"
"7891317008390","GTIN_13","PRODUCTO FARMACEUTICO","MAITE","CLORMADINONA + ETINILESTRADIOL","2 mg + 0.03 mg","COMPRIMIDO RECUBIERTO","TABLETA","EUROFARMA","BRASIL","CAJA COMP","21","ACTIVO","EE09444"
"7759765001465","GTIN_13","PRODUCTO FARMACEUTICO","FENITOINA","FENITOINA","100 mg/2 mL","SOLUCION INYECTABLE","INYECTABLE","OQCORP","INDIA","AMPOLLA X 2 ML","100","ACTIVO","EE05751"
"7800060120518","GTIN_13","PRODUCTO FARMACEUTICO","MOXAVAL","MOXIFLOXACINO","400 mg","COMPRIMIDO RECUBIERTO","TABLETA","FARMAVAL","CHILE","CAJA COMP","7","ACTIVO","EE01833"
"7730979099820","GTIN_13","PRODUCTO FARMACEUTICO","MYCOFENTIN","FENTICONAZOL","1000 mg","CAPSULA BLANDA VAGINAL","OVULO","TECNOFARMA","MÉXICO","CAJA","2","ACTIVO","EE10037"
"7751940000874","GTIN_13","PRODUCTO FARMACEUTICO","COMBIZYM","ASPERGILLUS ORYZAE + PANCREATINA","24 mg +220 mg","GRAGEA","TABLETA","DEUTSCHE PHARMA","PERÚ","CAJA GRAG","20","ACTIVO","EN03120"
"7755860000594","GTIN_13","PRODUCTO FARMACEUTICO","CIROLAC-30","KETOROLACO","30 mg/mL","SOLUCION INYECTABLE","INYECTABLE","JPS","INDIA","AMPOLLA X 1 ML","10","ACTIVO","EE05271"
"650240028731","GTIN_12","PRODUCTO FARMACEUTICO","BIO ELECTRO","ACIDO ACETILSALICILICO + CAFEINA + PARACETAMOL","250 mg + 65 mg + 250 mg","TABLETA","TABLETA","GENOMMA","PERÚ","CAJA TAB","100","ACTIVO","EN00226"
"7501384549916","GTIN_13","PRODUCTO FARMACEUTICO","ZIGALTA","PIOGLITAZONA","15 mg","TABLETA","TABLETA","NEOL PHARMA","MÉXICO","CAJA TAB","28","ACTIVO","EE10860"
"7751207002658","GTIN_13","PRODUCTO FARMACEUTICO","UROBAC","CIPROFLOXACINO","500 mg","COMPRIMIDO RECUBIERTO","TABLETA","MARKOS","PERÚ","CAJA COMP","200","ACTIVO","EN06472"
"77545428","GTIN_8","PRODUCTO FARMACEUTICO","XILONEST C.P. S.E.","LIDOCAINA","2%","SOLUCION INYECTABLE","INYECTABLE","MEDIFARMA","PERÚ","VIAL X 20 ML","1","ACTIVO","EN00505"
"7759307005982","GTIN_13","PRODUCTO FARMACEUTICO","AKWA R","HIPROMELOSA","0.3%","SOLUCION OFTALMICA","COLIRIO","MEDIFARMA","PERÚ","FRASCO GOTERO X 20 ML","1","ACTIVO","EN08175 , N26268"
"7759765001182","GTIN_13","PRODUCTO FARMACEUTICO","OXACILINA","OXACILINA","1 g","POLVO PARA SOLUCION INYECTABLE","INYECTABLE","OQCORP","CHINA","VIAL","10","ACTIVO","EE02396"
"7759765001328","GTIN_13","PRODUCTO FARMACEUTICO","KETOPROPHARM IV","KETOPROFENO","100 mg/5 mL","SOLUCION INYECTABLE","INYECTABLE","OQCORP","INDIA","AMPOLLA X 5 ML","25","ACTIVO","EE04604"
"7759765002684","GTIN_13","PRODUCTO FARMACEUTICO","ESCOPOLAMINA N BUTILBROMURO","N-BUTILBROMURO DE ESCOPOLAMINA","20 mg/mL","SOLUCION INYECTABLE","INYECTABLE","OQCORP","CHINA","AMPOLLA X 1 ML","10","ACTIVO","EE10459"
"7800009745253","GTIN_13","PRODUCTO FARMACEUTICO","DEPAKENE","ACIDO VALPROICO","250 mg/5 mL","JARABE","LIQUIDO ORAL","ABBOTT","MÉXICO","FRASCO X 120 ML","1","ACTIVO","EE08316"
"7840213260715","GTIN_13","PRODUCTO FARMACEUTICO","DANOLEX 300","GABAPENTINA","300 mg","CAPSULA","CAPSULA","QUIMFA","PARAGUAY","CAJA CAPS","20","ACTIVO","EE05158"
"7750171000554","GTIN_13","PRODUCTO FARMACEUTICO","PAMITRA 300","IOPAMIDOL","300 mg I/mL","SOLUCION INYECTABLE","INYECTABLE","PALMAGYAR","COREA DEL SUR","FRASCO X 100 ML","1","ACTIVO","ADE0028"
"7750942009649","GTIN_13","PRODUCTO FARMACEUTICO","IRBESARTAN","IRBESARTAN","300 mg","TABLETA RECUBIERTA","TABLETA","IQFARMA","PERÚ","CAJA TAB","50","ACTIVO","EN08639"
"7751207002313","GTIN_13","PRODUCTO FARMACEUTICO","DIVONAL","DIMENHIDRINATO","50 mg","TABLETA","TABLETA","MARKOS","PERÚ","CAJA TAB","100","ACTIVO","EN01149"
"7758586000428","GTIN_13","PRODUCTO FARMACEUTICO","PARTIMYNA PD","CASPOFUNGINA","50 mg","POLVO PARA CONCENTRADO PARA SOLUCION PARA PERFUSION","INYECTABLE","DISTOLOZA","INDIA","VIAL","1","ACTIVO","EE10398"
"7759765001830","GTIN_13","PRODUCTO FARMACEUTICO","BACTAMOX","AMOXICILINA","1 g","TABLETA RECUBIERTA","TABLETA","OQCORP","PERÚ","CAJA TAB","20","ACTIVO","EN05624"
"7770108045021","GTIN_13","PRODUCTO FARMACEUTICO","TERBOMOX","AMOXICILINA","500 mg","TABLETA RECUBIERTA","TABLETA","TERBOL","PERÚ","CAJA TAB","100","ACTIVO","EN06338"
"7792219912023","GTIN_13","PRODUCTO FARMACEUTICO","PONAZIC","PONATINIB","45 mg","COMPRIMIDO RECUBIERTO","TABLETA","TECNOFARMA","ARGENTINA","CAJA COMP","30","ACTIVO","EE10394"
"8699504092233","GTIN_13","PRODUCTO FARMACEUTICO","MEKINIST","TRAMETINIB","2 mg","COMPRIMIDO RECUBIERTO","TABLETA","NOVARTIS PHARMA","ITALIA","CAJA COMP","30","ACTIVO","EE06157"
"3582910012122","GTIN_13","PRODUCTO FARMACEUTICO","VALPAKINE","ACIDO VALPROICO","200 mg/mL","SOLUCION ORAL","LIQUIDO ORAL","SANOFI AVENTIS","FRANCIA","FRASCO X 40 ML","1","ACTIVO","EE00450 , EE08301"
"3662042005510","GTIN_13","DISPOSITIVO MEDICO","THEALOZ DUO","LUBRICANTE OCULAR","","GEL","GEL","THEA PHARMA","FRANCIA","ENVASE X 0.4 ML","30","ACTIVO","DM20868E"
"4030539184724","GTIN_13","PRODUCTO FARMACEUTICO","ENBRACE STANDARD SABOR NEUTRO","SUPLEMENTO DIETETICO/NUTRICIONAL","","SOLUCION ORAL","LIQUIDO ORAL","B.BRAUN","ALEMANIA","FRASCO X 500 ML","1","ACTIVO","DE2985"
"7759307056045","GTIN_13","PRODUCTO FARMACEUTICO","RYNATAN","CLORFENAMINA + FENILEFRINA + MEPIRAMINA","8 mg + 25 mg+ 25 mg","TABLETA","TABLETA","MEDIFARMA","PERÚ","CAJA TAB","30","ACTIVO","EN02471"
"7759307078436","GTIN_13","PRODUCTO FARMACEUTICO","FURACIN","NITROFURAL","0.2%","SOLUCION TOPICA","SOLUCION TOPICA","MEDIFARMA","PERÚ","FRASCO X 60 ML","1","ACTIVO","EN03639"
"7759307227421","GTIN_13","PRODUCTO FARMACEUTICO","DYCLOBIOT","DICLOXACILINA","500 mg","CAPSULA","CAPSULA","MEDIFARMA","PERÚ","CAJA CAPS","100","ACTIVO","EN00097"
"7759307258500","GTIN_13","PRODUCTO FARMACEUTICO","SOLOUNA 5","NORETISTERONA + VALERATO DE ESTRADIOL","50 mg + 5 mg/mL","SOLUCION INYECTABLE","INYECTABLE","MEDIFARMA","PERÚ","AMPOLLA X 1 ML + JERINGA","1","ACTIVO","EN07783"
"7759307682558","GTIN_13","PRODUCTO FARMACEUTICO","TEPAZEPAN","DIAZEPAM + PIRIDOXINA + SULPIRIDA","5 mg + 5 mg + 50 mg","CAPSULA","CAPSULA","MEDIFARMA","PERÚ","CAJA CAPS","102","ACTIVO","EN05470"
"7759307738958","GTIN_13","PRODUCTO FARMACEUTICO","SUERO FISIOLOGICO","CLORURO DE SODIO","0.9%","SOLUCION PARA PERFUSION","INYECTABLE","MEDIFARMA","PERÚ","AMPOLLA X 20 ML","1","ACTIVO","EN04226"
"7759307811286","GTIN_13","PRODUCTO FARMACEUTICO","QUITOSO PLUS","PERMETRINA","1%","CHAMPU","CHAMPU","MEDIFARMA","PERÚ","FRASCO X 60 ML","1","ACTIVO","EN05324"
"7798025130569","GTIN_13","PRODUCTO FARMACEUTICO","DURATOCIN","CARBETOCINA","100 mcg/mL","SOLUCION INYECTABLE","INYECTABLE","BIOPAS","CANADÁ","AMPOLLA X 1 ML","5","ACTIVO","EE00802"
"7750288000843","GTIN_13","PRODUCTO FARMACEUTICO","UROPHARMA","FENAZOPIRIDINA","100 mg","TABLETA RECUBIERTA","TABLETA","INTIPHARMA","PERÚ","CAJA TAB","100","ACTIVO","EN05754"
"7759508000427","GTIN_13","PRODUCTO FARMACEUTICO","LIZELBAMOX","AMOXICILINA + ACIDO CLAVULANICO","500 mg + 125 mg","TABLETA RECUBIERTA","TABLETA","TOBAL","CHINA","CAJA TAB","30","ACTIVO","EE10121"
"7770101004247","GTIN_13","PRODUCTO FARMACEUTICO","HEMORSAN","PRODUCTO NATURAL","","UNGUENTO","UNGUENTO","INTI","BOLIVIA","TUBO X 30 G","1","ACTIVO","E19338 , PNE0295"
"7770101009723","GTIN_13","PRODUCTO FARMACEUTICO","ZINC","SULFATO DE ZINC","20 mg (Zinc)/5 mL","JARABE","LIQUIDO ORAL","INTI","BOLIVIA","FRASCO X 100 ML","1","ACTIVO","DE3912"
"8906101921034","GTIN_13","PRODUCTO FARMACEUTICO","DIPHACOXIB 400","CELECOXIB","400 mg","CAPSULA","CAPSULA","DIPHASAC","INDIA","CAJA CAPS","30","ACTIVO","EE07245"
"3701129800096","GTIN_13","COSMETICO","PIGMENTBIO SENSITIVE AREAS","PRODUCTO DERMATOLOGICO","","SOLUCION TOPICA","SOLUCION TOPICA","BIODERMA","FRANCIA","TUBO X 75 ML","1","ACTIVO","30401119EC"
"7750215026502","GTIN_13","PRODUCTO FARMACEUTICO","DEXAMETASONA","DEXAMETASONA","4 mg","TABLETA","TABLETA","PORTUGAL","PERÚ","CAJA TAB","100","ACTIVO","EN08132"
"7750215027035","GTIN_13","PRODUCTO FARMACEUTICO","PANTOPRAZOL","PANTOPRAZOL","40 mg","TABLETA DE LIBERACION RETARDADA","TABLETA","PORTUGAL","PERÚ","CAJA TAB","30","ACTIVO","EN08419"
"7753748001473","GTIN_13","PRODUCTO FARMACEUTICO","DEFLAZACORT","DEFLAZACORT","30 mg","TABLETA","TABLETA","E.S.C. PHARMED","PERÚ","CAJA TAB","10","ACTIVO","EN08744"
"7753820001711","GTIN_13","PRODUCTO FARMACEUTICO","CLINDAMICINA","CLINDAMICINA","600 mg/4 mL","SOLUCION INYECTABLE","INYECTABLE","OQCORP","CHINA","AMPOLLA X 4 ML","10","ACTIVO","EE02302"
"7759765000147","GTIN_13","PRODUCTO FARMACEUTICO","RANITIDINA","RANITIDINA","50 mg/2 mL","SOLUCION INYECTABLE","INYECTABLE","OQCORP","CHINA","AMPOLLA X 2 ML","10","ACTIVO","EE02136"
"7703712070042","GTIN_13","PRODUCTO FARMACEUTICO","DICLOFENACO SODICO","DICLOFENACO","1%","GEL","GEL","COASPHARMA","COLOMBIA","TUBO X 50 G","1","ACTIVO","EE04199"
"7750171000462","GTIN_13","PRODUCTO FARMACEUTICO","LORELINA DEPOT","LEUPRORELINA","3.75 mg","POLVO PARA SUSPENSION INYECTABLE","INYECTABLE","PALMAGYAR","COREA DEL SUR","VIAL","1","ACTIVO","EE04805"
"7751257023467","GTIN_13","PRODUCTO FARMACEUTICO","ANEURIN B12 20000","CIANOCOBALAMINA (VITAMINA B12)","20000 mcg/2 mL","SOLUCION INYECTABLE","INYECTABLE","QUIMICA SUIZA","PERÚ","AMPOLLA X 2 ML + JERINGA DESCARTABLE","1","ACTIVO","EN08725"
"7751439001870","GTIN_13","PRODUCTO FARMACEUTICO","ENBREL","ETANERCEPT","25 mg","SOLUCION INYECTABLE","INYECTABLE","PFIZER","BÉLGICA","JERINGA PRELLENADA X 1 ML","4","ACTIVO","BE01123"
"7753658003420","GTIN_13","PRODUCTO FARMACEUTICO","IRBELAB 300","IRBESARTAN","300 mg","TABLETA","TABLETA","VITA PHARMA","PERÚ","CAJA TAB","14","ACTIVO","EN01788"
"7840213257715","GTIN_13","PRODUCTO FARMACEUTICO","NOVOBLOCK 5","BISOPROLOL","5 mg","COMPRIMIDO RECUBIERTO","TABLETA","QUIMFA","PARAGUAY","CAJA COMP","30","ACTIVO","EE04424"
"8437020503419","GTIN_13","PRODUCTO FARMACEUTICO","TELMIVITAE","TELMISARTAN","40 mg","COMPRIMIDO","TABLETA","GALENICUM","PORTUGAL","CAJA COMP","28","ACTIVO","EE09381"
"4030539205184","GTIN_13","PRODUCTO FARMACEUTICO","CLORURO DE SODIO","CLORURO DE SODIO","0.9%","SOLUCION INYECTABLE","INYECTABLE","B.BRAUN","PERÚ","FRASCO X 50 ML","50","ACTIVO","EN02524"
"7750218007256","GTIN_13","PRODUCTO FARMACEUTICO","MUTOS","AMBROXOL","30 mg/5 mL","JARABE","LIQUIDO ORAL","INRETAIL","PERÚ","FRASCO X 100 ML","1","ACTIVO","EN08502 , N27397"
"7750577001186","GTIN_13","PRODUCTO FARMACEUTICO","SALVADORA","SALES DE REHIDRATACION ORAL","","POLVO PARA SOLUCION ORAL","LIQUIDO ORAL","LUSA","PERÚ","SOBRE X 20.5 G","50","ACTIVO","EN04615"
"7750942008901","GTIN_13","PRODUCTO FARMACEUTICO","CEFADROXILO","CEFADROXILO","500 mg","CAPSULA","CAPSULA","IQFARMA","PERÚ","CAJA CAPS","100","ACTIVO","EN01370"
"7750961000825","GTIN_13","PRODUCTO FARMACEUTICO","JANUMET","METFORMINA + SITAGLIPTINA","500 mg + 50 mg","COMPRIMIDO RECUBIERTO","TABLETA","MSD","PUERTO RICO","CAJA COMP","28","ACTIVO","EE08558"
"8904159671437","GTIN_13","PRODUCTO FARMACEUTICO","BIRATO 250","ABIRATERONA","250 mg","TABLETA","TABLETA","MSN LABS","INDIA","CAJA TAB","120","ACTIVO","EE06810"
"5997001365335","GTIN_13","PRODUCTO FARMACEUTICO","RIGEVIDON 21 + 7","ETINILESTRADIOL + LEVONORGESTREL","0.03 mg + 0.15 mg","COMPRIMIDO RECUBIERTO","TABLETA","GEDEON RICHTER","HUNGRÍA","CAJA COMP","28","ACTIVO","EE02401"
"7750304011488","GTIN_13","PRODUCTO FARMACEUTICO","TARKA SR","TRANDOLAPRIL + VERAPAMILO","2 mg + 180 mg","TABLETA DE LIBERACION PROLONGADA","TABLETA","FARMINDUSTRIA","TURQUÍA","CAJA TAB","14","ACTIVO","EE10235"
"7750831019865","GTIN_13","PRODUCTO FARMACEUTICO","GINGISONA B","BENCIDAMINA","3 mg","PASTILLA","TABLETA","TEVA","PERÚ","SOBRE X 4 PAST","60","ACTIVO","EN04509"
"7753658003543","GTIN_13","PRODUCTO FARMACEUTICO","MIOALIV","CLORZOXAZONA + PARACETAMOL","250 mg +300 mg","TABLETA RECUBIERTA","TABLETA","VITA PHARMA","PERÚ","CAJA TAB","100","ACTIVO","EN04410"
"8903726281055","GTIN_13","PRODUCTO FARMACEUTICO","DONESTA 10","DONEPEZILO","10 mg","TABLETA RECUBIERTA","TABLETA","SEVEN PHARMA","INDIA","CAJA TAB","30","ACTIVO","EE07456"
"8809445831802","GTIN_13","DISPOSITIVO MEDICO","TOP FINE INSULIN PEN NEEDLES","AGUJA PARA DISPOSITIVO APLICADOR DE INSULINA","31G x 8MM","INSUMO MEDICO","DISPOSITIVO MEDICO","NIPRO","COREA DEL SUR","CAJA","100","ACTIVO","DM15456E"
"8904092905934","GTIN_13","PRODUCTO FARMACEUTICO","NITROSHOK","NITROGLICERINA","25 mg/5 mL","CONCENTRADO PARA SOLUCION PARA PERFUSION","INYECTABLE","H & K PHARMA","INDIA","AMPOLLA X 5 ML","5","ACTIVO","EE10733"
"782028000421","GTIN_12","PRODUCTO FARMACEUTICO","PROTEIN SABOR MANGO","AMINOACIDOS","","SOLUCION ORAL","LIQUIDO ORAL","BARSAND","ESTADOS UNIDOS","FRASCO X 900 ML","1","ACTIVO","DE3838"
"7730969307423","GTIN_13","PRODUCTO FARMACEUTICO","PLIDAN COMPUESTO","METAMIZOL DE SODIO + N-BUTILBROMURO DE ESCOPOLAMINA","2500 mg + 20 mg/5 mL","SOLUCION INYECTABLE","INYECTABLE","MEGA LABS","URUGUAY","AMPOLLA X 5 ML","1","ACTIVO","EE09057"
"7750577001872","GTIN_13","PRODUCTO FARMACEUTICO","KEDOL","KETOROLACO","60 mg/2 mL","SOLUCION INYECTABLE","INYECTABLE","LUSA","PERÚ","AMPOLLA X 2 ML + JERINGA DESCARTABLE","1","ACTIVO","EN07982"
"7750577002183","GTIN_13","PRODUCTO FARMACEUTICO","BENALGIN B12","HIDROXOCOBALAMINA (VITAMINA B12A)","1 mg/mL","SOLUCION INYECTABLE","INYECTABLE","LUSA","PERÚ","AMPOLLA X 1 ML + JERINGA DESCARTABLE","1","ACTIVO","EN06653"
"7753736001348","GTIN_13","PRODUCTO FARMACEUTICO","METILPREDNISOLONA","METILPREDNISOLONA","500 mg","POLVO PARA SOLUCION INYECTABLE","INYECTABLE","JPS","INDIA","VIAL","1","ACTIVO","EE09440"
"7754579000154","GTIN_13","PRODUCTO FARMACEUTICO","BILERGY","BILASTINA","20 mg","TABLETA","TABLETA","HERSIL","INDIA","CAJA TAB","20","ACTIVO","EE10186"
"7750942009410","GTIN_13","PRODUCTO FARMACEUTICO","GINOXINOL","BUTOCONAZOL","2%","CREMA VAGINAL","CREMA","IQFARMA","PERÚ","TUBO X 15 G","1","ACTIVO","EN08338"
"7750961000849","GTIN_13","PRODUCTO FARMACEUTICO","EMEND","APREPITANT","125 mg; 80 mg","CAPSULA","CAPSULA","MSD","IRLANDA","CAJA [1 CAPS (125 MG) - 2 CAPS (80 MG)] CAPS","1","ACTIVO","EE00314"
"7759765000642","GTIN_13","PRODUCTO FARMACEUTICO","AMPICILINA + SULBACTAM","AMPICILINA + SULBACTAM","1 g + 0.5 g","POLVO PARA SOLUCION INYECTABLE","INYECTABLE","OQCORP","CHINA","CAJA","10","ACTIVO","EE01535"
"7759765002424","GTIN_13","PRODUCTO FARMACEUTICO","AMIKACINA","AMIKACINA","500 mg/2 mL","SOLUCION INYECTABLE","INYECTABLE","OQCORP","CHINA","AMPOLLA X 2 ML","10","ACTIVO","EE10205"
"7754102001078","GTIN_13","PRODUCTO FARMACEUTICO","AUGMOX 625","AMOXICILINA + ACIDO CLAVULANICO","500 mg + 125 mg","TABLETA RECUBIERTA","TABLETA","DROPESAC","INDIA","CAJA TAB","20","ACTIVO","EE10420"
"7757773000050","GTIN_13","PRODUCTO FARMACEUTICO","GEMUCORT","DEXAMETASONA","4 mg/2 mL","SOLUCION INYECTABLE","INYECTABLE","GEMUSELAB","INDIA","AMPOLLA X 2 ML","10","ACTIVO","EE09785"
"7640114725111","GTIN_13","PRODUCTO FARMACEUTICO","FERANIN","HIERRO POLIMALTOSA","100 mg","TABLETA MASTICABLE","TABLETA","QUIMICA SUIZA","SUIZA","CAJA TAB","30","ACTIVO","EE10027"
"7759765002295","GTIN_13","PRODUCTO FARMACEUTICO","VALTENS","VALSARTAN","80 mg","TABLETA RECUBIERTA","TABLETA","OQCORP","INDIA","CAJA TAB","30","ACTIVO","EE06204"
"7759765002363","GTIN_13","PRODUCTO FARMACEUTICO","ONDANSETRON","ONDANSETRON","8 mg/4 mL","SOLUCION INYECTABLE","INYECTABLE","OQCORP","CHINA","AMPOLLA X 4 ML","10","ACTIVO","EE01730"
"7759307327336","GTIN_13","PRODUCTO FARMACEUTICO","SULFAMETOXAZOL + TRIMETOPRIMA","SULFAMETOXAZOL + TRIMETOPRIMA","400 mg + 80 mg/5 mL","SOLUCION INYECTABLE","INYECTABLE","MEDIFARMA","PERÚ","AMPOLLA X 5 ML","50","ACTIVO","EN00027"
"7770101008870","GTIN_13","PRODUCTO FARMACEUTICO","FRENISTAL 120","FEXOFENADINA","120 mg","TABLETA RECUBIERTA","TABLETA","INTI","INDIA","CAJA TAB","10","ACTIVO","EE08592"
"7753820002411","GTIN_13","PRODUCTO FARMACEUTICO","DOPAMINA","DOPAMINA","40 mg/mL","SOLUCION INYECTABLE","INYECTABLE","OQCORP","INDIA","AMPOLLA X 5 ML","20","ACTIVO","EE02361"
"7751940001260","GTIN_13","PRODUCTO FARMACEUTICO","HIRUDOID FORTE","MUCOPOLISACARIDO SULFATADO","0.445%","CREMA","CREMA","DEUTSCHE PHARMA","PERÚ","POTE X 25 G","1","ACTIVO","EN01573"
"7751946003473","GTIN_13","PRODUCTO FARMACEUTICO","DOLODIC CREMAGEL","DICLOFENACO","1%","GEL","GEL","SHERFARMA","PERÚ","TUBO X 50 G","1","ACTIVO","EN07057"
"7703153041861","GTIN_13","PRODUCTO FARMACEUTICO","LEVALER","LEVOCETIRIZINA","5 mg","TABLETA RECUBIERTA","TABLETA","UNIMED","COLOMBIA","CAJA TAB","100","ACTIVO","EE09770"
"7750215028315","GTIN_13","PRODUCTO FARMACEUTICO","ATORVASTATINA","ATORVASTATINA","20 mg","TABLETA RECUBIERTA","TABLETA","PORTUGAL","PERÚ","CAJA TAB","100","ACTIVO","EN08800"
"7750577000035","GTIN_13","PRODUCTO FARMACEUTICO","DIURECIDE","MANITOL","20%","SOLUCION INYECTABLE","INYECTABLE","LUSA","PERÚ","FRASCO X 1 L","1","ACTIVO","EN01210"
"7752301000670","GTIN_13","PRODUCTO FARMACEUTICO","PRED-XOLONA","PREDNISOLONA","50 mg","TABLETA","TABLETA","DELFARMA","PERÚ","CAJA TAB","100","ACTIVO","EN08168"
"7759307011662","GTIN_13","PRODUCTO FARMACEUTICO","MEJORAL FLEX","CLORZOXAZONA + PARACETAMOL","250 mg + 300 mg","TABLETA","TABLETA","MEDIFARMA","PERÚ","CAJA TAB","20","ACTIVO","EN01407"
"7770101009051","GTIN_13","PRODUCTO FARMACEUTICO","FLEXADRIN","CLORZOXAZONA + PARACETAMOL","250 mg + 300 mg","TABLETA RECUBIERTA","TABLETA","INTI","COREA DEL SUR","CAJA TAB","100","ACTIVO","EE09830"
"2051997001004","TEMP","PRODUCTO FARMACEUTICO","JAMSUPRAL","PARACETAMOL","1 g","TABLETA RECUBIERTA","TABLETA","JAM PHARMA","INDIA","CAJA TAB","100","ACTIVO","EE08928"
"5909991472306","GTIN_13","PRODUCTO FARMACEUTICO","DASAMIA 70","DASATINIB","70 mg","TABLETA RECUBIERTA","TABLETA","SUN PHARMA","INDIA","CAJA TAB","60","ACTIVO","EE09103"
"7756281000255","GTIN_13","PRODUCTO FARMACEUTICO","ABIRAVITAE","ABIRATERONA","250 mg","COMPRIMIDO","TABLETA","GALENICUM","MARRUECOS","FRASCO COMP","120","ACTIVO","EE05688"
"7792183490190","GTIN_13","PRODUCTO FARMACEUTICO","KAYUAN","DIENOGEST","2 mg","COMPRIMIDO RECUBIERTO","TABLETA","GADORPHARMA","ARGENTINA","CAJA COMP","28","ACTIVO","EE09254"
"7750215027295","GTIN_13","PRODUCTO FARMACEUTICO","PARACETAMOL","PARACETAMOL","1 g","TABLETA","TABLETA","PORTUGAL","PERÚ","CAJA TAB","100","ACTIVO","EN08547"
"7770108045281","GTIN_13","PRODUCTO FARMACEUTICO","TERBOFENACO","DICLOFENACO","2%","GEL","GEL","TERBOL","PERÚ","TUBO X 50 G","1","ACTIVO","EN07155"
"7750218001148","GTIN_13","PRODUCTO FARMACEUTICO","CONDROX","ATORVASTATINA","20 mg","TABLETA RECUBIERTA","TABLETA","INRETAIL","PERÚ","CAJA TAB","30","ACTIVO","EN02786"
"7750218001155","GTIN_13","PRODUCTO FARMACEUTICO","CONDROX","ATORVASTATINA","10 mg","TABLETA RECUBIERTA","TABLETA","INRETAIL","PERÚ","CAJA TAB","30","ACTIVO","EN02801"
